merchant,logoUrl,minPaymentPercentage,maxPaymentPercentage
VistaQuest,http://img1.prosperent.com/images/logos/120x60/VistaQuest.png,3,3
Vitacost,http://img1.prosperent.com/images/logos/120x60/Vitacost.png,5,10
Vitality Medical,http://img1.prosperent.com/images/logos/120x60/Vitality%20Medical.png,4,4
Vitamin Creek,http://img1.prosperent.com/images/logos/120x60/Vitamin%20Creek.png,6,8
Vitamin Research Products,http://img1.prosperent.com/images/logos/120x60/Vitamin%20Research%20Products.png,8,8
Vitamin Shoppe,http://img1.prosperent.com/images/logos/120x60/Vitamin%20Shoppe.png,6,6
Vitamin World,http://img1.prosperent.com/images/logos/120x60/Vitamin%20World.png,6,6
VivaTerra,http://img1.prosperent.com/images/logos/120x60/VivaTerra.png,6,6
Vivid Racing,http://img1.prosperent.com/images/logos/120x60/Vivid%20Racing.png,3,3
VoIP Supply,http://img1.prosperent.com/images/logos/120x60/VoIP%20Supply.png,2,2
Volcom,http://img1.prosperent.com/images/logos/120x60/Volcom.png,3,3
VTech,http://img1.prosperent.com/images/logos/120x60/VTech.png,5,5
Wahl Online Store,http://img1.prosperent.com/images/logos/120x60/Wahl%20Online%20Store.png,6,6
Walgreens,http://img1.prosperent.com/images/logos/120x60/Walgreens.png,1,6
Walk-Over Shoes,http://img1.prosperent.com/images/logos/120x60/Walk-Over%20Shoes.png,4,4
Walmart,http://img1.prosperent.com/images/logos/120x60/Walmart.png,1,3
Walter Drake,http://img1.prosperent.com/images/logos/120x60/Walter%20Drake.png,7,8
Warehouse Skateboards,http://img1.prosperent.com/images/logos/120x60/Warehouse%20Skateboards.png,5,5
warrior,http://img1.prosperent.com/images/logos/120x60/warrior.png,4,4
Watch Station,http://img1.prosperent.com/images/logos/120x60/Watch%20Station.png,8,8
WatchCo.com,http://img1.prosperent.com/images/logos/120x60/WatchCo.com.png,5,5
WaterFilters.NET,http://img1.prosperent.com/images/logos/120x60/WaterFilters.NET.png,4,5
Waterpik,http://img1.prosperent.com/images/logos/120x60/Waterpik.png,6,6
WBShop,http://img1.prosperent.com/images/logos/120x60/WBShop.png,5,6
Webroot,http://img1.prosperent.com/images/logos/120x60/Webroot.png,14,14
Wedding Channel Store,http://img1.prosperent.com/images/logos/120x60/Wedding%20Channel%20Store.png,9,16
Wells,http://img1.prosperent.com/images/logos/120x60/Wells.png,4,4
Wenger Footwear,http://img1.prosperent.com/images/logos/120x60/Wenger%20Footwear.png,7,7
WeSC,http://img1.prosperent.com/images/logos/120x60/WeSC.png,4,4
West Marine,http://img1.prosperent.com/images/logos/120x60/West%20Marine.png,1,8
Wetsuit Wearhouse,http://img1.prosperent.com/images/logos/120x60/Wetsuit%20Wearhouse.png,3,7
What A Beautiful Life,http://img1.prosperent.com/images/logos/120x60/What%20A%20Beautiful%20Life.png,7,7
WHIRLPOOL,http://img1.prosperent.com/images/logos/120x60/WHIRLPOOL.png,2,2
White Mountain,http://img1.prosperent.com/images/logos/120x60/White%20Mountain.png,6,6
Wholesale Costume Club,http://img1.prosperent.com/images/logos/120x60/Wholesale%20Costume%20Club.png,4,8
Wholesale Halloween Costumes,http://img1.prosperent.com/images/logos/120x60/Wholesale%20Halloween%20Costumes.png,4,6
WideWidths.com,http://img1.prosperent.com/images/logos/120x60/WideWidths.com.png,4,4
Wildfox,http://img1.prosperent.com/images/logos/120x60/Wildfox.png,4,4
Wildon Home,http://img1.prosperent.com/images/logos/120x60/Wildon%20Home.png,3,3
Willow Ridge,http://img1.prosperent.com/images/logos/120x60/Willow%20Ridge.png,4,4
Willygoat,http://img1.prosperent.com/images/logos/120x60/Willygoat.png,4,4
Wincraft,http://img1.prosperent.com/images/logos/120x60/Wincraft.png,8,8
Wind and Weather,http://img1.prosperent.com/images/logos/120x60/Wind%20and%20Weather.png,6,6
Windward Furniture,http://img1.prosperent.com/images/logos/120x60/Windward%20Furniture.png,3,3
Wine Enthusiast,http://img1.prosperent.com/images/logos/120x60/Wine%20Enthusiast.png,4,5
wine.com,http://img1.prosperent.com/images/logos/120x60/wine.com.png,4,4
WineGlobe,http://img1.prosperent.com/images/logos/120x60/WineGlobe.png,5,6
Wireless Emporium,http://img1.prosperent.com/images/logos/120x60/Wireless%20Emporium.png,12,14
WMIShops.com - Weddings,http://img1.prosperent.com/images/logos/120x60/WMIShops.com%20-%20Weddings.png,7,7
Wolfermans,http://img1.prosperent.com/images/logos/120x60/Wolfermans.png,5,5
Wolfgang's Vault,http://img1.prosperent.com/images/logos/120x60/Wolfgang%27s%20Vault.png,4,7
Wolverine,http://img1.prosperent.com/images/logos/120x60/Wolverine.png,7,8
Womensuits,http://img1.prosperent.com/images/logos/120x60/Womensuits.png,4,7
Woodland Manufacturing,http://img1.prosperent.com/images/logos/120x60/Woodland%20Manufacturing.png,7,9
Woodwind & Brasswind,http://img1.prosperent.com/images/logos/120x60/Woodwind%20%26%20Brasswind.png,4,5
Woot,http://img1.prosperent.com/images/logos/120x60/Woot.png,3,6
World Class Ink,http://img1.prosperent.com/images/logos/120x60/World%20Class%20Ink.png,7,8
World of Watches,http://img1.prosperent.com/images/logos/120x60/World%20of%20Watches.png,1,8
Worldwide Golf Shops,http://img1.prosperent.com/images/logos/120x60/Worldwide%20Golf%20Shops.png,5,5
Worldwide Sport Supply,http://img1.prosperent.com/images/logos/120x60/Worldwide%20Sport%20Supply.png,5,6
WowMyUniverse.com,http://img1.prosperent.com/images/logos/120x60/WowMyUniverse.com.png,7,7
Wrigleyville Sports,http://img1.prosperent.com/images/logos/120x60/Wrigleyville%20Sports.png,7,8
Wristband Express,http://img1.prosperent.com/images/logos/120x60/Wristband%20Express.png,7,7
Wristwatch.com,http://img1.prosperent.com/images/logos/120x60/Wristwatch.com.png,5,5
Writer's Digest Shop,http://img1.prosperent.com/images/logos/120x60/Writer%27s%20Digest%20Shop.png,8,10
Writers Store,http://img1.prosperent.com/images/logos/120x60/Writers%20Store.png,7,8
WWE,http://img1.prosperent.com/images/logos/120x60/WWE.png,4,5
wwwHotTubWorks.com,http://img1.prosperent.com/images/logos/120x60/wwwHotTubWorks.com.png,5,5
WyomingFlyFishing.com,http://img1.prosperent.com/images/logos/120x60/WyomingFlyFishing.com.png,5,5
X-Mark,http://img1.prosperent.com/images/logos/120x60/X-Mark.png,3,3
XenonProject.com,http://img1.prosperent.com/images/logos/120x60/XenonProject.com.png,6,7
Xoxide,http://img1.prosperent.com/images/logos/120x60/Xoxide.png,3,3
Xperience Days,http://img1.prosperent.com/images/logos/120x60/Xperience%20Days.png,6,6
YLighting,http://img1.prosperent.com/images/logos/120x60/YLighting.png,6,6
Yoga Clothing,http://img1.prosperent.com/images/logos/120x60/Yoga%20Clothing.png,4,4
Your Electronic Warehouse,http://img1.prosperent.com/images/logos/120x60/Your%20Electronic%20Warehouse.png,3,4
Your Eyes Lie,http://img1.prosperent.com/images/logos/120x60/Your%20Eyes%20Lie.png,4,4
YourBestDeals.com,http://img1.prosperent.com/images/logos/120x60/YourBestDeals.com.png,6,6
Yves Rocher,http://img1.prosperent.com/images/logos/120x60/Yves%20Rocher.png,10,12
Yves Saint Laurent,http://img1.prosperent.com/images/logos/120x60/Yves%20Saint%20Laurent.png,4,4
ZAGG,http://img1.prosperent.com/images/logos/120x60/ZAGG.png,14,16
Zappos.com,http://img1.prosperent.com/images/logos/120x60/Zappos.com.png,1,14
Zenga Inc.,http://img1.prosperent.com/images/logos/120x60/Zenga%20Inc..png,6,11
ZephyrSports.com,http://img1.prosperent.com/images/logos/120x60/ZephyrSports.com.png,4,5
ZOOSHOO,http://img1.prosperent.com/images/logos/120x60/ZOOSHOO.png,6,6
zulily,http://img1.prosperent.com/images/logos/120x60/zulily.png,1,4
Zuma Office Supply,http://img1.prosperent.com/images/logos/120x60/Zuma%20Office%20Supply.png,3,4
The Watchery,http://www.prlog.org/11691724-the-watchery-invicta-watches.jpg,,
